﻿Column1,Column2
"Baptistine Giraud, en galanterie grenobloise « Titine », ayant été étranglée dans son lit, on a arrêté Gnafron, soldat.",
"Le réserviste Montalbetti, dit Gnafron, nie mordicus avoir étranglé Titine Giraud, la belle de Grenoble.",Grenoble
Un faucheur de joncs a trouvé dans l’étang de Saclay le cadavre lesté d’une pierre et ligoté de Mlle Marie Grison.,étang de Saclay
"Bousculé par la piété convulsive d’un pèlerin de Lourdes, Mgr Turinaz s’est blessé face et cuisse avec son ostensoir.",Lourdes
"Près de Saint-Mihiel, le lieutenant Renault fut trouvé sous un if, évanoui. Il ne parle pas encore et le major ne sait que dire.",Saint-Mihiel
200 ouvriers italiens (deux reçurent des balles) ont délivré un de leurs camarades captif des douaniers d’Homécourt (Meurthe-et-Moselle).,Homécourt; Meurthe-et-Moselle
"Les bambins Fassiot et Valot, de Nangis (S.-et-M.), avaient gaiement mis des troncs sur les rails : un train marchand dérailla.",Nangis
"Depuis la séparation, le curé de Chanteheux (M.-et-M.) vendait aussi des alcools. Les Indirectes lui imposent la patente.",curé de Chanteheux
"Baïonnette, hache, serpe, deux tribus de bohémiens se battaient, à Dombasle (M.-et-M.). Des six blessés, l’un va mourir.",Baïonnette; Dombasle
"Les voyageuses et M. Montgeon, Parisien de Dinard, se firent peu de mal quand versa l’auto ; le mécanicien est en mauvais état.",Parisien de Dinard
"Un ouvrier du port de Toulon, Honoré Maffei, qui avait tiré six balles sur sa nièce, a été lynché plus qu’à moitié.",Toulon
"Une dame de Nogent-sur-Seine disparut (1905) en pyrénéant. On la retrouve, dans un ravin, près Luchon, bague au doigt.",Nogent-sur-Seine; Luchon
"Une minoterie énorme, construite en ciment armé sur le terre-plein du port de Tunis, s’est inclinée de 5 mètres sans se lézarder.",Tunis
On compte sur les chasseurs (le pays est giboyeux) pour découvrir l’abbé Delarue. Le gars de batterie Maindron est innocent.,
"Des os ont été découverts dans une villa de l’Île Verte près Grenoble : ceux, elle l’avoue, d’enfants clandestins de Mme P.",Île Verte; Grenoble
"Le cocher Priant avait chargé, rue de Rivoli, deux cyclistes. Au Bois ! Là, il reçut un coup de revolver et fut dévalisé.",rue de Rivoli; Bois !
"Mécontent, il faut croire, du sous-intendant militaire Domech, le marchand bordelais Daurat-Brun l’a invectivé dramatiquement.",
"Tamponnés, elle par un tramway, lui par une auto, Marie Chevallier, 10 ans, du Mans, et Le Franc, 3 ans, de Vannes, sont morts.",Tamponnés; Mans; Vannes
Les ouvrières niçoises du scaferlati et des ninas ont été huées (elles consentent au travail supplémentaire) par les cigarières.,
"Pierre Melani, qui avait des griefs contre la police, a percé d’un coup de couteau au ventre le commissaire lyonnais Montial.",
"Trois secousses de tremblement de terre, d’ailleurs inoffensives, ont réveillé Constantine, hier, à trois heures du matin.",Constantine
"À Cozes, 150 soldats partis de Rochefort pour les manœuvres n’ont plus pu bouger. La chaleur. Et c’étaient des coloniaux.",Cozes; Rochefort
"La nouvelle prison cellulaire d’Amiens a été inaugurée par le petit Gourson, qui tua, hier, son camarade Godin, 14 ans.",Amiens
"Comme Poulet, de la police de Choisy-le-Roi, voulait l’arrêter, Marquet lui arracha son sabre et l’en perça de joue en joue.",Poulet; Choisy-le-Roi
"Renouer avec Artémise Rétro, des Lilas, était le vœu du tendre Jean Voul. Elle restait inexorable. Aussi la poignarda-t-il.",Renouer; Lilas
"Exalté par le Rouget de Lisle de Choisy-le-Roi, Marquet monta dessus et réclama ; sa verve fut moins goûtée : il est au Dépôt.",Dépôt
"Mlles Cabriet et Rivelle, de Plaine-Saint-Denis et de Bagnolet, et M. Goudon, de Saint-Denis, ont bu lui, du KCy, elles du laudanum.",Rivelle; Plaine-Saint-Denis; Bagnolet; de Saint-Denis; KCy
"Amiens couronnera une muse le 16 septembre. Quarante belles convoitaient ce rôle. Il échoit à Marie Mahiou, tisseuse en velours.",Amiens
"À Méréville, un chasseur d’Étampes a, croyant à du gibier, tué un mioche et, du même coup de fusil, blessé le père.",Méréville; Étampes
"L’Institut antirabique de Lyon avait guéri Mlle Lobrichon ; mais comme le chien était enragé, elle est morte tout de même.",
"M. Odelin, vicaire général de l’archevêché de Paris, s’est cassé le pied à Saint-Gervais-les-Bains (H.-Sav.) où il villégiature.",archevêché de Paris; Saint-Gervais-les-Bains; H.-Sav
"De la rue, Delrieux menaça son frère à la fenêtre : « Rentre, ou je joue au massacre ! » Et il le tua d’une balle. On l’a arrêté hier.",
"La Verbeau atteignit bien, au sein, Marie Champion, mais se brûla l’œil, car le bol de vitriol n’est pas une arme précise.",
"Alb. Vallet frappait de la crosse de son fusil le propriétaire Ferrand, de Chapet. Le coup partit et le chasseur tomba mort.",Alb; Ferrand; Chapet
"Accident de chasse : M. Marie Bourdon, cultivateur à Epaignes (Eure), a tué son frère Étienne. (Par téléphone.)",Epaignes; Eure
"Sur Bécu, 28 ans, qui arrivait à Beaujon troué d’une balle, on compta 28 cicatrices. Son nom dans le monde qui rôde : La Cible.",Beaujon
"L’amour ne veut décidément pas rester tranquille. Émile Comtet, 25, rue Davy, a percé de son couteau le sein de sa femme.",rue Davy
"En sentinelle, la nuit, au fort de Gondreville, prés Toul, le réserviste Alison, du 156e, tomba des remparts et ce lui fut mortel.",Gondreville; Toul
"Une fabrique de bascules a été anéantie par le feu à Reims. Deux pompiers furent blessés, deux enfants et un dragon insolés.",Reims
"Les os trouvés à l’Île Verte de Grenoble constituent, non pas deux, mais quatre squelettes d’enfants, moins deux crânes.",Île Verte de Grenoble
Un incendie a détruit un entrepôt de meubles au port marchand de Toulon. Il y a des blessés.,Toulon
"Les sauniers des Pesquiers, à Hyères, voudraient saler un peu la note de leur travail. À cet effet, ils font grève.",Pesquiers; Hyères
"Les grévistes grenoblois s’en prennent aux grues ; dans deux chantiers de constructions, ils ont coupé leurs câbles.",
"En vue de son voyage aux États-Unis, où on l’enterrera, M. Stillman (accident d’auto du 18 juillet) a été embaumé à Lisieux.",États-Unis; Lisieux
"Le schisme de Culey (Meuse). Malgré l’évéque, les ouailles gardent pour curé l’abbé Hutin et réexpédient l’abbé Richard.",Meuse
"Le graveur Mignon et M. Dumesnil, du cabinet de M. Briand, en ont décousu à Nemours. L’administration blessa l’art au coude.",Nemours
"De cinq mangeurs de moules, ouvriers d’artillerie de la 2e compagnie (Nice), deux sont morts, Armand et Geais ; les autres, malades.",Nice
"On voyait de Grenoble, cette nuit, une ligne de feu de plusieurs kilomètres : les forêts brûlent.",Grenoble
"Gustave Hervé défendait, à Saint-Étienne, neuf forgerons de Firminy. Ils s’en tirent avec une amende et bénéficient du sursis.",Saint-Étienne; Firminy
"Boulevard Carnot, au Vésinet, une automobile a attaqué à toute vitesse un troupeau de moutons. Trois moururent.",Boulevard Carnot; Vésinet
"Le Provost et le sourd-muet Le Tal, dont nous dîmes l’arrestation à Versailles, ont à eux deux 44 ans et 32 condamnations.",Versailles
"M. Jules Kerzerho présidait une société de gymnastique, et pourtant il s’est fait écraser en sautant dans un tramway, à Rueil.",Rueil
"Un comptable de 65 ans, M. Le clerc, qui, étant sans place, ne mangeait presque jamais, est mort d’inanition, dans les carrières Gauvin.",Gauvin
"Prenant au mot son état civil, Mlle Bourreau a voulu exécuter Henri Bomborger. Il survivra aux trois coups de couteau de son amie.",
"C’est des malveillants, aurait démontré l’enquête, qui incendièrent les Landes. Des forêts brûlent en Savoie et en Charente.",Landes; Savoie; Charente
Le garde-côtes Terrible essayait ses forces à Toulon. Il s’est avarié un peu le servo-moteur.,Toulon
"Trente-cinq canonniers brestois, qui sous empire de funestes charcuteries, fluaient de toutes parts, ont été drogués hier.",
"Des femmes assassinées : Mmes Gouriau, Josserand, Thiry, 24, 60, 72 ans, de Coatméal, Saint-Maurice, Sorbey (Finistère, Loire, Meuse).",Coatméal; Saint-Maurice; Sorbey; Finistère; Loire; Meuse
"Quarante journalistes italiens sont arrivés à Marseille, invités. On cita Hugo : « Tu diras : Italie ! Et je répondrai : France ! »",Marseille; Italie; France
"Le tribunal de Toul a infligé un an de prison aux André, de Thiaucourt, qui séquestraient et martyrisaient leurs enfants.",tribunal de Toul; Thiaucourt
L’espion Tourdias se parait d’un ruban rouge illicite : 2 mois de prison (tribunal de Remiremont) l’en punissent.,
"Ce n’est pas la charcuterie, c’est la chaleur qui a donné la diarrhée aux canonniers brestois, a décidé leur médecin-major.",
"Strict mainteneur du règlement de M. Pelletan sur les marrons de présence, un chef d’atelier fut hué à l’arsenal de Toulon.",Strict; arsenal de Toulon
"Six cultivateurs d’Argenteuil et de Sannois, qui avaient l’habitude de conquérir revolver au poing les donzelles, sont arrêtés.",Argenteuil; Sannois
"M. Dickson, de Choisy-le-Roi, errait sur son toit. Un voleur ! Trois policiers grimpèrent et le somnambule tomba à la renverse.",Choisy-le-Roi
"Le braconnier Dusausoy, d’Ivry, « donné » à la police par le camelot Chérot, a planté une lime dans le dos du dénonciateur.",Ivry
"Les blanchisseurs de France faisaient accueil hier, gare du Nord, aux blanchisseurs illustres de Londres.",de France; gare du Nord; Londres
"Deux pierres de taille alourdissaient le cadavre, repêché au vieux Saint-Ouen, d’un quadragénaire inconnu.",
Un propriétaire des environs de Marcols (Ardèche) refusait l’autre jour 12.000 francs des pins de sa forêt. Elle vient de brûler.,Marcols; Ardèche
"Jaloux pour des riens, le petit patron serrurier Marius Guida, de La Seyne, a tué sa femme (25 ans) à coups de serpe.",La Seyne
"Comme l’étourdi sculpteur Bombarès, qui aurait dû descendre à Champigny, sautait de son train déjà en marche, un rapide l’écrasa.",Champigny
"Samson a été écrasé par un bloc de phosphate, à Aubervilliers, dans une usine de produits chimiques où il avait un emploi.",Aubervilliers
"Foucher, Moulet, Moerdilet et Klepsy ont été capturés, à Saint-Denis, sur les toits d’une maison où ils faisaient du cambriolage.",Foucher; Moulet; Moerdilet; Saint-Denis
"Maxime Leroy et Arsène Méret ont été arrêtés dans un café de Saint-Mandé, où, en armes, ils tyrannisaient les buveurs.",Saint-Mandé
"Ayant bu force bouteilles, Léonard Vergnies, de Crépy-en-Valois, s’est tué en se jetant par la fenêtre.",Crépy-en-Valois
L’examen médical d’un garçonnet trouvé dans un fossé d’un faubourg de Niort montre qu’il n’eut pas que la mort à subir.,Niort
"Avec ses faux acquits pour l’alcool, B…, de la région de Lyon, gagnait de quoi plaire à son amie. On l’arrête pour ces 100.000 francs.",B; région de
"Irritées par un dur régime, les femmes sans vertu qu’on cloître et traite à la maison de secours de Nancy l’ont saccagée.",Irritées; Nancy
"Une machine à battre happa Mme Peccavi, de Mercy-le-Haut (M.-et-M.). On démonta celle-là pour dégager celle-ci. Morte.",Mercy-le-Haut
"400 ecclésiastiques reçurent, à la gare de Moulins, Mgr Lobbedey, leur nouvel évêque. On en arrêta cinq en pleine fureur sacrée.",Moulins
Deux Italiennes se houspillaient à Thil (M.-et-M.). Les maris s’émurent. L’un tua l’autre et le couple passa la frontière.,Italiennes; Thil; M.-et-M.
"Bon boxeur, l’ingénieur Wm Burckley, arrivant de Suisse, a capturé le rôdeur Lenormand, qui lui cherchait noise au Bois.",Suisse; Bois
"C’est au cochonnet que l’apoplexie a terrassé M. André, 75 ans, de Levallois. Sa boule roulait encore qu’il n’était déjà plus.",Levallois
"À Trianon, un visiteur s’est dévêtu et s’est couché dans le lit impérial. On conteste qu’il soit, comme il le dit, Napoléon IV.",Trianon
"Le professeur de natation Renard, dont les élèves tritonnaient en Marne, à Charenton, s’est mis à l’eau lui-même : il s’est noyé.",Marne; Charenton
"Conaud, de la police de Courbevoie, a valeureusement arrêté le fougueux cheval d’une tapissière. Il est tout meurtri.",Conaud; Courbevoie
"Rentrant chez lui, forêt de Saint-Germain, Vénart trouva son mobilier en mille morceaux. Ce garde est exécré des braconniers.",forêt de Saint-Germain
"Le grand-duc Alexis, à Paris maintenant, était à Nancy, hier. Comme des Russes y vivent, la police était dans tous ses états.",Paris; Nancy; Russes
"Le petit Bœuf, des Arcs (Var), ayant jeté une cartouche Lebel dans le feu d’un bouilleur de cru, a été tué par la douille.",Bœuf; Arcs; Var
"Prison de Nancy : Melot, condamné aux travaux forcés à perpétuité, s’est imbibé de pétrole et a allumé. Ses brûlures sont graves.",Prison de Nancy
"Au saut d’une haie douvée, polygone du Mans, le cheval d’Herbinière se reçut mal et, culbutant, l’assomma d’un coup de sabot.",polygone du Mans
"Une sentinelle a tiré sans succès sur des gens — espions, croit-on — qui voulaient, croit-elle, entrer à l’arsenal de Verdun.",arsenal de Verdun
"À l’hôpital des Enfants-Malades, le maçon Armand Montendron, 20 ans, s’est tué en tombant d’un échafaudage.",
"Le comptable Auguste Bailly, de Boulogne, s’est fracturé le crâne en tombant d’un trapèze volant.",Boulogne
"Debout sur le seuil, la modiste Rudlot, de Malakoff, jasait avec un voisin. À coups de barre de fer, son sauvage mari la fit taire.",Malakoff
"Lancé par une auto (quel N° ?) sous son char de foin, Bouvier, de Bolbec, évita les roues, mais se souviendra du tamponnage.",N; Bouvier; Bolbec
"Certain chef-mécanicien du 26e d’artillerie, au Mans, sous clef comme voleur de bronze, cherche à se suicider. On veille.",Mans
"Le chef de la grande vitesse, à Abbeville, M. D… est mourant de deux balles de revolver qu’il s’est tirées.",Abbeville
"Durécu et Cosoas ont, sans qu’on sache pourquoi, poignardé au Havre, dans la rue, Gaston Provost.",Durécu; au Havre
"Une fois assommé, Bonnafoux, de Jonquières (Vaucluse), a été posé sur un rail, où un train l’écrasa.",Bonnafoux; Jonquières; Vaucluse
"Toutes autorités entourant son lit, à Rochefort, on réconforta avec la médaille militaire un des brûlés du Davoust, Sausseau.",Rochefort
"« On te fera ton affaire ! » aurait-on dit à Guyot de Toul, aux élections. Est-ce donc la politique qui l’a noyé dans le canal ?",Guyot; Toul
"L’alpiniste Preiswesk chancela, se ressaisit, enfin dégringola par bonds : chute mortelle que l’on regardait de Chamonix.",Preiswesk; Chamonix
"Mme Jousserand, du Chambon-Feugerolles, a reconnu pour son assassin le chemineau Fayard, que la police lui présentait.",Chambon-Feugerolles
"D’un coup, Mme Matignon, de Mérignac, près Bordeaux, a mis au monde trois filles. Toutes les quatre vont bien.",Mérignac; Bordeaux
"L’insolent soldat Aristide Catel, du 151e, singeait les gestes du gradé Rochesani. Le conseil de Châlons l’emprisonne deux ans !",Châlons
"D’avoir bu une fiole de vitriol, Marcel Portamène, de Saint-Maur, meurt à trois ans ; ses parents se promenaient dans leur jardin.",
"À Noiseau, près Corbeil, des gens qui ne se sont pas laissé connaître ont fracturé trois troncs dans l’église.",Noiseau; Corbeil
"Allumés par sa sacoche de receveur des tramway, six timides rôdeurs de Courbevoie ont assaillé M. Valtat, qui en a capturé un.",Courbevoie
"Trois ans, c’est l’âge d’Odette Hautoy, de Roissy. Néanmoins, L. Marc, qui en a trente, n’a pas trouvé qu’elle fût trop jeune.",Roissy
"Amiens était sans timbres. Bagnères-de-Bigorre en a enfin, mais, en revanche, est sévèrement privé de favorites et de ninas.",Amiens; Bagnères-de-Bigorre
Vénus a écrasé contre la jetée sud de La Pallice-Rochelle une baleinière de pilotage que montaient quatre hommes.,Vénus; La Pallice-Rochelle
"Une belle d’Angers, Eugénie Grosbois, vingt-cinq ans, a été étranglée sur son lit hasardeux par un inconnu.",Angers
"On n’avait jamais tant tapagé chez les Picco, de Gentilly. Finalement, un coup de tranchet de l’épouse mit à mort l’époux.",Gentilly
"Pour un parquet belge, on arrête à Vagney (Vosges) Félicie De Doncker, qui excella à mater la fécondité des Brabançonnes.",Vagney; Vosges; Brabançonnes
"La casserole chavirant sur le fourneau, la cire qui y était en fusion brûla M. Adolphe Marquet, de Courbevoie, profondément.",Courbevoie
"Un cadavre carbonisé, tel l’aspect de Mme Dèsméat, d’Alfortville, victime d’une lampe à pétrole. Pourtant, elle respire encore.",Alfortville
"Tout le plomb destiné par M. Pregnart aux perdreaux des Alluets-le-Roi, c’est son ami Claret qui le reçut, et dans la croupe.",Alluets-le-Roi
Bourrasque sur la côte provençale : elle gêne la navigation et attise l’incendie des forêts de Collobrières et de Pierrefeu.,Collobrières; Pierrefeu
"Fantasia au mariage d’un riche indigène de La Fayette (Constantine). Un coup de feu tua net la sœur, 7 ans, de la mariée.",Constantine
"Être de la classe rend fou Bertin, du 22e d’artillerie, à Versailles : il se déshabille devant saint Antoine et se dit son cochon.",Versailles
"Par jeu, Justin Barbier tirait n’importe où des coups de revolver, dans Stains. Le couvreur Jules Courbier en reçut un.",Stains
"Bien ivre, Langon, de Sceaux, rencontra sa femme et, comme elle se faisait acariâtre, il lui martela le crâne à coups de clefs.",Langon; Sceaux
"Em. Girard a reçu une cheminée sur la tête, à Saint-Maur. À Montreuil, R. Taillerot, qui y puisait, s’est noyé dans sa citerne.",Saint-Maur; Montreuil
"Née le 21 janvier 1807, Claudine Bonjour meurt, veuve Digonnet, à Villeurbanne. Trente petits-enfants égayaient sa vieillesse.",Digonnet; Villeurbanne
"M. Jégou du Laz, de Cleden (Finistère), s’est fracassé pouce, index, cuisse. C’étaient les débuts de ce chasseur et de son fusil.",Laz; Cleden; Finistère
Un notaire de Nancy remit 30.000 francs (héritage) à Reider. Des gens qu’il rencontra dans un lieu folâtre l’en privèrent une heure après.,Nancy
Au Boulou (Pyr.-Or.) des gradés espagnols oni injurié un touriste français coupable de ce graffite : Vive la Catalogne !,Boulou; Pyr.-Or; Catalogne
"Spectatrice de tel épisode médical des manœuvres, la Brestoise Laffont injuria l’officier Durmelot. Il la cita en justice.",
"Mordu par son cheval, à Joinvllle, le cocher Colignon s’évanouit ; alors sa voiture lui broya les jambes.",cocher Colignon
"À Châlons, 10 ans de T. F. et la dégradation pour Désiré Lupette, cambrioleur du capitaine Mathieu, dont il était l’ordonnance.",Châlons
Un bœuf furieux traînait par la longe vers Poissy le cow-boy Bouyoux. Elle cassa. Alors ce bœuf démonta le cycliste Gervet.,Poissy
Des rats rongeaient les parties saillantes du chiffonnier Mauser (en français Ratier) quand on découvrit son cadavre à Saint-Ouen.,
"Ayant terrassé l’afficheur Achille, ils le tirèrent sur toute la longueur de la passerelle d’Alfortville, puis le précipitèrent.",passerelle d’Alfortville
"3 phoques, 82 singes, 20 perroquets, 15 chats, 32 chiens, 63 montreurs, et leurs 10 voitures sont refoulés de Versailles sur Saint-Cyr.",Versailles; Saint-Cyr
"Avides d’indulgence, des cambrioleurs ont fait place nette dans une boutique d’objets de piété, pèlerinage de Clichy-sous-Bois.",pèlerinage de Clichy-sous-Bois
Des gens de Boulogne lynchèrent à demi le débardeur Berneux. Son crime ? « À bas l’armée ! » au passage d’une corvée.,Boulogne
"Après autopsie, l’évêque, non identifié, trouvé hier sur la place d’Aïn-el-Turk (Oran), a été inhumé avec la pompe épiscopale.",Aïn-el-Turk; Oran
"Le zingueur Billiard, de Saint-Germain, père de cinq enfants, se pendit au piton de sa lampe. Une de ses filles rentra : il était froid.",
"Entre Deuil et Épinay on a volé 1.840 mètres de fils téléphoniques. À Carrières-sur-Seine, M. Bresnu s’est pendu à un fil de fer.",Deuil; Épinay; Carrières-sur-Seine
"Mme Lesbos a été écrasée par un char de touristes attelé de six chevaux. Cela, à Versailles.",Versailles
"Poignardé et assommé, Remailli, de Meskiana (Constantine), a subi une mutilation précisant le caractère passionnel du meurtre.",Remailli; Meskiana; Constantine
"Trop de laudanum ne valut que des coliques à l’architecte Godefoin, de Boulogne. Soit — il se noierait. Mais on le repêcha.",Godefoin; Boulogne
"Un inconnu peignait d’ocre les murs du cimetière de Pantin ; Du jardin errait nu par Saint-Ouen-l’Aumône. Des fous, paraît-il.",Pantin
"Détenteur d’une lettre suspecte venue de Strasbourg, le cavalier Jeannet (9e dragons, Lunéville), espion peut-être, a été arrêté.",Strasbourg; Lunéville
"La jeunesse catholique du P.-de-C. se congrège, à Béthune, aujourd’hui. 100 gendarmes l’empêcheront de se promener en bloc.",Béthune
"18 mois de prison (sans sursis) punissent Colombier, le chauffeur du Lyonnais Robatel, d’avoir passé en auto sur M. Pédenne.",Colombier; Lyonnais
"Un faux pas, à la brune, sur la passerelle du ru du Moulin, à Dontilly (S.-et-M.), et Mme Louis Nourry se noya.",brune; Moulin; Dontilly; S.-et-M.
"Le valet Silot installa, à Neuilly, chez son maître absent une femme amusante, puis disparut, emportant tout, sauf elle.",Neuilly
"L’abbé Cassan, curé de Faugères, demandait à être mis en liberté provisoire sous caution. Le parquet biterrois n’a pas voulu.",Faugères
"C’est à peu près fini de la grève du tonneau girondin. Celle du coffre-fort de Bazancourt (Marne), commence.",Bazancourt; Marne
"Toujours incognito et en auto, la reine douairière d’Italie a quitté Aix-en-Savoie hier après-midi.",Aix-en-Savoie
"Des grenouilles, prises aux étangs belges par la tempête, sont tombées en pluie à Dunkerque sur le quartier des rues chaudes.",Dunkerque
"Il n’y a même plus de Dieu pour les ivrognes : Kersilie, de Saint-Germain, qui avait pris la fenêtre pour la porte, est mort.",
"Jour d’émotions douces à Saint-Maurice : le matin, on couronna la rosière (Calot) ; l’après-midi, on pécha (concours) dans le canal.",Saint-Maurice; Calot
"Avec un croc, une lavandière de Bougival amena un paquet : une fille nouveau-née et née viable qui allait au fil de l’eau.",Bougival
Les huit fils téléphoniques du fort de Champigny ont été coupés en catimini sur une longueur de dix-sept cents mètres.,Champigny
"Jaloux comme un tigre, le comptable Varlot, d’Ivry, a quasi tué Mme Varlot, parce qu’elle avait quelqu’un dans son intimité.",Ivry
"Louis Picot, fils du secrétaire perpétuel de l’Académie des sciences morales, etc., s’est tout écorché en tombant de bicyclette.",
"Pouliet et Carie roulaient en tandem vers Vanves. Une automobile les tamponna, dont, trop mal en point, ils ne purent lire le numéro.",Pouliet; Carie; Vanves
"En coutil gris et « viskop », Béthencourt, 13 ans, partit à bicyclette de Chatou pour Bezons, le 20. Il n’y est pas encore arrivé.",viskop; Béthencourt; Chatou; Bezons
"Sur le pont de Charenton, Mme veuve Guillaume et son concubin discutaient. Il l’abattit d’un coup de tringle et la piétina.",Charenton
Quelques monnayeurs en pièces de dix et vingt sous ont été arrêtés à Nancy. Trois avaient chez eux lingots et moules.,Nancy
"La gendarmerie de Neufchâteau recherche quelqu’un (un Allemand, croit-elle) qui rôda autour des ouvrages militaires.",
"Le 392, Cherbourg-Caen, stoppa ; le mécanicien dégagea du chasse-pierre le cadavre de Thiébault, 2 ans, et le remit à la mère.",Cherbourg-Caen
"Guichard, de Villers-sous-Preny (M.-et-M.), chassait et labourait. Ses chevaux marchèrent sur son fusil. Le coup partit, mortel.",Villers-sous-Preny; M.-et-M.
"Courses de Khenchela, un jockey kabyle a culbuté (fracture du crâne) le jockey Rouvier, à l’indignation des burnous sportifs.",Khenchela
"Mme S…, de Jaulnay (Vienne), accuse son père de lui avoir détérioré ses trois filles. Le vieillard s’indigne.",Jaulnay; Vienne
"M. Mamelle symbolisera le Ministère de l’Agriculture, le 30 septembre, auprès des lauréats de l’exposition d’Angers.",Angers
"Une fillette, brune, dodue, cheveux nattés, vêtue et chaussée de toile bise, médailles saintes au cou, a été repêchée à Suresnes.",Suresnes
"M. Groin, cultivateur, à Montesson, incurablement malade, s’est pendu dans sa grange à trente-neuf ans.",Montesson
"Pour avoir été heurté par le motocycliste Vasseur, le laboureur Louis Havart, de Nesle, a perdu la mémoire.",Nesle
"Rue Myrrha, le fumiste Guinet tirait au petit bonheur des balles sur les passants. Un inconnu lui planta un stylet dans le dos.",Rue Myrrha
"Gants gris perle et vêtu de noir, M. Loubet et, vêtue de gris, Mme Loubet, partirent hier, à 6 h. 5, de Toulon pour Montélimar.",Toulon; Montélimar
"Trop pressé de rejoindre son père, Pierre Colmar, 5 ans, d’Ivry, quitta sa maman et voulut traverser la rue. Un tramway l’écrasa.",Ivry
"D’un fourré, à 1 heure du matin, partirent deux coups de feu. L’ex-paveur J. Fouquier, 70 ans, du Perreux, fut blessé au bras et au torse.",Perreux
Des gens ont la passion des fils téléphoniques. Ils en ont encore pris 900 mètres à Gargan et 1.500 entre Épinay et Argenteuil.,Gargan; Épinay; Argenteuil
"Escortée d’enfants, une laitière voiturait dans Avignon une presse à glace. La machine bascula, broyant Germaine Pouget, 5 ans.",Avignon
"Le train Verdun-Sedan passa, tamponnant Drunaux, de Vilosnes, qui, sur la voie ferrée, courait après sa vache.",Verdun-Sedan; Drunaux; Vilosnes
Près d’Ouanne (Yonne) M. Gaston de Neverlee et le militaire belge Wolfgang d’Ursel ont été contusionnés. Accident d’auto.,Ouanne; Yonne
"Au dépôt des machines de Claret, à l’ouest de Toulons, deux locomotives se sont entre-détruites. Pas d’accidents de personnes.",Toulons
"Congédié mardi par son patron, le 13 ans Godillot, de Bagnolet, n’aura pas osé reparaître au logis. Enfant, rentre : on t’y attend.",Bagnolet
"Le mendiant septuagénaire Verniot, de Clichy, est mort de faim. Sa paillasse recelait 2.000 francs. Mais il ne faut pas généraliser.",Clichy
"Adrien Astier, onze ans, est tombé de plusieurs mètres dans l’âtre d’une cheminée qu’il ramonait, à Choisy-le-Roi. Cochin.",Choisy-le-Roi; Cochin
"En gare de Clamart, le tourneur sur métaux Maurice Planchon a été tamponné par un train. Il est en fort méchant état.",gare de Clamart
"Destin, vingt ans, avant de céder aux policiers d’Aubervilliers, a lancé à l’un d’eux, Lagarof, un fer à repasser, en pleine figure.",Aubervilliers
"« Mourir à la Jeanne d’Arc ! » disait Terbaud, du haut d’un bûcher fait de ses meubles. Les pompiers de Saint-Ouen l’en empêchèrent.",
"Barcantier, du Kremlin, qui s’était jeté à l’eau, essaya vainement d’étrangler, aidé de son danois, un importun qui l’en tirait.",Barcantier; Kremlin
"Ces forgerons de Malakoff étaient rivaux d’amour. Dupuis lança son marteau sur Pierrot qui, alors, lui laboura la face au fer rouge.",Malakoff
"Sur un affût, le cercueil du général Rollet a été conduit par six mules à la gare de Brest, d’où expédié à Verneuil-s.-Seine.",gare de Brest
"Faisant pièce aux unifiés qui boycottent le banquet de Draguignan, le conseil municipal socialiste de Toulon convie M. Clemenceau.",Draguignan; Toulon
"Sous la tente, près d’Aïn-Fakroun, une 6-ans arabe a été carbonisée par la foudre, à côté de sa mère que cela rendit folle.",Aïn-Fakroun
"Satagnan, vendangeur, déclare : « J’ai frappé le vendangeur d’Ay avec un couteau de 22 sous. Bat’d’Af et Cyrano sont innocents. »",Satagnan; Ay
"On n’a pas pendu la jeune russe Lise Joukovsky, elle s’est pendue, et le parquet de Rambouillet permet qu’on l’inhume.",Rambouillet
"Perronnet, de Nancy, l’a échappé belle. Il rentrait. Sautant par la fenêtre, son père, Arsène, vint s’abîmer à ses pieds.",Nancy
"À Agen, après le départ de M. Fallières, des bœufs ont chargé la foule. Victimes : deux hommes de 80 et 56 ans, une fille de 9.",Agen
"Pris lui-même pour un maraudeur, le gardien de vigne Joseph Bardou, d’Ustou (Ariège), a reçu dans le torse un coup de fusil.",Ustou; Ariège
Le parquet de Toulouse fait rechercher (commission rogatoire) si sa bizarre nihiliste a bien séjourné à Marseille.,parquet de Toulouse; Marseille
"En fouissant la terre au pied d’un arbre du bois de Boulogne, un chien a mis à découvert le cadavre d’un garçon nouveau-né.",bois de Boulogne
"Le survivant unique du Coat-Coal, Texier, conte (Lorient) qu’ils furent sur des épaves à causer une heure dans la nuit noire.",Coat-Coal; Texier; Lorient
"Un propriétaire de Gabarret (Landes), Capes, a été assassiné chez lui. Il ne semble pas qu’on l’ait tué pour le voler.",Gabarret; Landes; Capes
"Réveillé par la sonnerie de son poulailler, le féroce Dumont, de la Briche, tira. Les maraudeurs laissèrent une piste de sang.",Briche
"Le vacher Le Maître a été écrasé, au Tertre-Saint-Denis, par sa fourragère, et le charretier Fourney, aux Lilas, par un tramway.",Tertre-Saint-Denis; Lilas
"Mlle Establet, de Joinville, près Blida, 18 ans, a, de deux balles dans le ventre, puni M. Lestenaux de ses bavardages.",Blida
